id,centre,number,primary,type,country,source,person
,C#44027529,01303 239118,TRUE,lan,GB,OFSTED,
,C#44027530,1303260303,TRUE,lan,GB,OFSTED,
,C#44027531,01303 487877,TRUE,lan,GB,OFSTED,
,C#44027532,07851 057213,TRUE,mob,GB,OFSTED,
,C#44027533,07816 841429,TRUE,mob,GB,OFSTED,
,C#44027534,01227 728 388,TRUE,lan,GB,OFSTED,
,C#44027535,1304813409,TRUE,lan,GB,OFSTED,
,C#44027536,1304812539,TRUE,lan,GB,OFSTED,
,C#44027537,01304 842363,TRUE,lan,GB,OFSTED,
,C#44027538,01304 842223,TRUE,lan,GB,OFSTED,
,C#44027539,01227 713120,TRUE,lan,GB,OFSTED,
,C#44027540,7926921757,TRUE,mob,GB,OFSTED,
,C#44027541,01227 831159,TRUE,lan,GB,OFSTED,
,C#44027542,7790096325,TRUE,mob,GB,OFSTED,
,C#44027543,01227 700187,TRUE,lan,GB,OFSTED,
,C#44027544,1227730067,TRUE,lan,GB,OFSTED,
,C#44027545,01227 709156,TRUE,lan,GB,OFSTED,
,C#44027546,07941 829647,TRUE,mob,GB,OFSTED,
,C#44027547,01227 765413,TRUE,lan,GB,OFSTED,
,C#44027548,01303 840041,TRUE,lan,GB,OFSTED,
,C#44027549,07502 472497,TRUE,mob,GB,OFSTED,
,C#44027550,7709420736,TRUE,mob,GB,OFSTED,
,C#44027551,7495417369,TRUE,mob,GB,OFSTED,
,C#44027552,7548294804,TRUE,mob,GB,OFSTED,
,C#44027553,01227 765413,TRUE,lan,GB,OFSTED,
,C#44027554,01227 732124,TRUE,lan,GB,OFSTED,
,C#44027555,01227 731876,TRUE,lan,GB,OFSTED,
,C#44027556,07545 211133,TRUE,mob,GB,OFSTED,
,C#44027557,1227272977,TRUE,lan,GB,OFSTED,
,C#44027558,07780 008353,TRUE,mob,GB,OFSTED,
,C#44027559,01227 772 200,TRUE,lan,GB,OFSTED,
,C#44027560,01227 282628,TRUE,lan,GB,OFSTED,
,C#44027561,7951239566,TRUE,mob,GB,OFSTED,
,C#44027562,1227280077,TRUE,lan,GB,OFSTED,
,C#44027563,01227 277878,TRUE,lan,GB,OFSTED,
,C#44027564,01227 272692,TRUE,lan,GB,OFSTED,
,C#44027565,7990894442,TRUE,mob,GB,OFSTED,
,C#44027566,7812206589,TRUE,mob,GB,OFSTED,
,C#44027567,7783406144,TRUE,mob,GB,OFSTED,
,C#44027568,7776425512,TRUE,mob,GB,OFSTED,
,C#44027569,1227261430,TRUE,lan,GB,OFSTED,
,C#44027570,1227261430,TRUE,lan,GB,OFSTED,
,C#44027571,01227 274435,TRUE,lan,GB,OFSTED,
,C#44027572,01227 275590,TRUE,lan,GB,OFSTED,
,C#44027573,7729206088,TRUE,mob,GB,OFSTED,
,C#44027574,1227366299,TRUE,lan,GB,OFSTED,
,C#44027575,1227370085,TRUE,lan,GB,OFSTED,
,C#44027576,01227 366 823,TRUE,lan,GB,OFSTED,
,C#44027577,1227372245,TRUE,lan,GB,OFSTED,
,C#44027578,1227634080,TRUE,lan,GB,OFSTED,
,C#44027579,01227 366311,TRUE,lan,GB,OFSTED,
,C#44027580,01227 749957,TRUE,lan,GB,OFSTED,
,C#44027581,1227740793,TRUE,lan,GB,OFSTED,
,C#44027582,1795537321,TRUE,lan,GB,OFSTED,
,C#44027583,7772567501,TRUE,mob,GB,OFSTED,
,C#44027584,01227 370085,TRUE,lan,GB,OFSTED,
,C#44027585,01227 719 408,TRUE,lan,GB,OFSTED,
,C#44027586,01227 742050,TRUE,lan,GB,OFSTED,
,C#44027587,01227 749 317,TRUE,lan,GB,OFSTED,
,C#44027588,7930153253,TRUE,mob,GB,OFSTED,
,C#44027589,01843 852575,TRUE,lan,GB,OFSTED,
,C#44027590,07802 738256,TRUE,mob,GB,OFSTED,
,C#44027591,1227372159,TRUE,lan,GB,OFSTED,
,C#44027592,1227361377,TRUE,lan,GB,OFSTED,
,C#44027593,01843 843135,TRUE,lan,GB,OFSTED,
,C#44027594,7855458037,TRUE,mob,GB,OFSTED,
,C#44027595,01843 227764,TRUE,lan,GB,OFSTED,
,C#44027596,01843 841222,TRUE,lan,GB,OFSTED,
,C#44027597,1843831716,TRUE,lan,GB,OFSTED,
,C#44027598,7468600365,TRUE,mob,GB,OFSTED,
,C#44027599,7716949812,TRUE,mob,GB,OFSTED,
,C#44027600,1843836742,TRUE,lan,GB,OFSTED,
,C#44027601,01843 835 000,TRUE,lan,GB,OFSTED,
,C#44027602,7900162865,TRUE,mob,GB,OFSTED,
,C#44027603,1843520010,TRUE,lan,GB,OFSTED,
,C#44027604,01843 290675,TRUE,lan,GB,OFSTED,
,C#44027605,01843 295153,TRUE,lan,GB,OFSTED,
,C#44027606,01843 294256,TRUE,lan,GB,OFSTED,
,C#44027607,07789 071320,TRUE,mob,GB,OFSTED,
,C#44027608,3000411666,TRUE,lan,GB,OFSTED,
,C#44027609,7794363283,TRUE,mob,GB,OFSTED,
,C#44027610,1843223989,TRUE,lan,GB,OFSTED,
,C#44027611,1843227575,TRUE,lan,GB,OFSTED,
,C#44027612,1843221155,TRUE,lan,GB,OFSTED,
,C#44027613,1843226077,TRUE,lan,GB,OFSTED,
,C#44027614,1843282247,TRUE,lan,GB,OFSTED,
,C#44027615,01843 294229,TRUE,lan,GB,OFSTED,
,C#44027616,01843 291112,TRUE,lan,GB,OFSTED,
,C#44027617,1843221896,TRUE,lan,GB,OFSTED,
,C#44027618,1843220949,TRUE,lan,GB,OFSTED,
,C#44027619,1843221877,TRUE,lan,GB,OFSTED,
,C#44027620,1843228014,TRUE,lan,GB,OFSTED,
,C#44027621,01843 227764,TRUE,lan,GB,OFSTED,
,C#44027622,2476224810,TRUE,lan,GB,OFSTED,
,C#44027623,024 7655 1907,TRUE,lan,GB,OFSTED,
,C#44027624,02476 222287,TRUE,lan,GB,OFSTED,
,C#44027625,2476223281,TRUE,lan,GB,OFSTED,
,C#44027626,2476226031,TRUE,lan,GB,OFSTED,
,C#44027627,02476 256269,TRUE,lan,GB,OFSTED,
,C#44027628,0247622 0090,TRUE,lan,GB,OFSTED,
,C#44027629,02476 552183,TRUE,lan,GB,OFSTED,
,C#44027630,2476227165,TRUE,lan,GB,OFSTED,
,C#44027631,02476 633 899,TRUE,lan,GB,OFSTED,
,C#44027632,2476239155,TRUE,lan,GB,OFSTED,
,C#44027633,2476227791,TRUE,lan,GB,OFSTED,
,C#44027634,024 7622 7937,TRUE,lan,GB,OFSTED,
,C#44027635,2477672550,TRUE,lan,GB,OFSTED,
,C#44027636,024 7663 0885,TRUE,lan,GB,OFSTED,
,C#44027637,2476787978,TRUE,lan,GB,OFSTED,
,C#44027638,2476228174,TRUE,lan,GB,OFSTED,
,C#44027639,2476229486,TRUE,lan,GB,OFSTED,
,C#44027640,2476226810,TRUE,lan,GB,OFSTED,
,C#44027641,2476887305,TRUE,lan,GB,OFSTED,
,C#44027642,2476352046,TRUE,lan,GB,OFSTED,
,C#44027643,7952323245,TRUE,mob,GB,OFSTED,
,C#44027644,02476 345677,TRUE,lan,GB,OFSTED,
,C#44027645,2475267760,TRUE,lan,GB,OFSTED,
,C#44027646,2476392877,TRUE,lan,GB,OFSTED,
,C#44027647,02476 394782,TRUE,lan,GB,OFSTED,
,C#44027648,7951947689,TRUE,mob,GB,OFSTED,
,C#44027649,2476392318,TRUE,lan,GB,OFSTED,
,C#44027650,2476397054,TRUE,lan,GB,OFSTED,
,C#44027651,2476382123,TRUE,lan,GB,OFSTED,
,C#44027652,02476 351478,TRUE,lan,GB,OFSTED,
,C#44027653,07828 410755,TRUE,mob,GB,OFSTED,
,C#44027654,7779491827,TRUE,mob,GB,OFSTED,
,C#44027655,1676542266,TRUE,lan,GB,OFSTED,
,C#44027656,2476400581,TRUE,lan,GB,OFSTED,
,C#44027657,2476370007,TRUE,lan,GB,OFSTED,
,C#44027658,2476383708,TRUE,lan,GB,OFSTED,
,C#44027659,2476370190,TRUE,lan,GB,OFSTED,
,C#44027660,2476354743,TRUE,lan,GB,OFSTED,
,C#44027661,2476382066,TRUE,lan,GB,OFSTED,
,C#44027662,2476383323,TRUE,lan,GB,OFSTED,
,C#44027663,7984539414,TRUE,mob,GB,OFSTED,
,C#44027664,2476382924,TRUE,lan,GB,OFSTED,
,C#44027665,2476644909,TRUE,lan,GB,OFSTED,
,C#44027666,02476 397870,TRUE,lan,GB,OFSTED,
,C#44027667,2476398192,TRUE,lan,GB,OFSTED,
,C#44027668,2476393758,TRUE,lan,GB,OFSTED,
,C#44027669,2476383230,TRUE,lan,GB,OFSTED,
,C#44027670,7526798081,TRUE,mob,GB,OFSTED,
,C#44027671,02476 341881,TRUE,lan,GB,OFSTED,
,C#44027672,2476382961,TRUE,lan,GB,OFSTED,
,C#44027673,2476740907,TRUE,lan,GB,OFSTED,
,C#44027674,02476 347813,TRUE,lan,GB,OFSTED,
,C#44027675,02476 387637,TRUE,lan,GB,OFSTED,
,C#44027676,2476386101,TRUE,lan,GB,OFSTED,
,C#44027677,2476352424,TRUE,lan,GB,OFSTED,
,C#44027678,02476 383060,TRUE,lan,GB,OFSTED,
,C#44027679,2476387001,TRUE,lan,GB,OFSTED,
,C#44027680,7590914903,TRUE,mob,GB,OFSTED,
,C#44027681,2476326080,TRUE,lan,GB,OFSTED,
,C#44027682,2476383807,TRUE,lan,GB,OFSTED,
,C#44027683,02476 243232,TRUE,lan,GB,OFSTED,
,C#44027684,7825027153,TRUE,mob,GB,OFSTED,
,C#44027685,2475310370,TRUE,lan,GB,OFSTED,
,C#44027686,2476388839,TRUE,lan,GB,OFSTED,
,C#44027687,02476 343161,TRUE,lan,GB,OFSTED,
,C#44027688,02476 387 340,TRUE,lan,GB,OFSTED,
,C#44027689,01455 222372,TRUE,lan,GB,OFSTED,
,C#44027690,2476011692,TRUE,lan,GB,OFSTED,
,C#44027691,02476 642173,TRUE,lan,GB,OFSTED,
,C#44027692,2476340597,TRUE,lan,GB,OFSTED,
,C#44027693,2476364188,TRUE,lan,GB,OFSTED,
,C#44027694,7966068187,TRUE,mob,GB,OFSTED,
,C#44027695,7714326706,TRUE,mob,GB,OFSTED,
,C#44027696,02476 312 200,TRUE,lan,GB,OFSTED,
,C#44027697,02476 702503,TRUE,lan,GB,OFSTED,
,C#44027698,02476 643340,TRUE,lan,GB,OFSTED,
,C#44027699,02476 316104,TRUE,lan,GB,OFSTED,
,C#44027700,2476313204,TRUE,lan,GB,OFSTED,
,C#44027701,024 76494171,TRUE,lan,GB,OFSTED,
,C#44027702,2476313387,TRUE,lan,GB,OFSTED,
,C#44027703,02476 312121,TRUE,lan,GB,OFSTED,
,C#44027704,02476 318436,TRUE,lan,GB,OFSTED,
,C#44027705,02476 400 597,TRUE,lan,GB,OFSTED,
,C#44027706,7415332427,TRUE,mob,GB,OFSTED,
,C#44027707,01455 292083,TRUE,lan,GB,OFSTED,
,C#44027708,7376209233,TRUE,mob,GB,OFSTED,
,C#44027709,01455 290561,TRUE,lan,GB,OFSTED,
,C#44027710,7769622736,TRUE,mob,GB,OFSTED,
,C#44027711,01530 412750,TRUE,lan,GB,OFSTED,
,C#44027712,7908325380,TRUE,mob,GB,OFSTED,
,C#44027713,7825773307,TRUE,mob,GB,OFSTED,
,C#44027714,1212274385,TRUE,lan,GB,OFSTED,
,C#44027715,02476 709 277,TRUE,lan,GB,OFSTED,
,C#44027716,02476 626363,TRUE,lan,GB,OFSTED,
,C#44027717,2476612073,TRUE,lan,GB,OFSTED,
,C#44027718,2476612671,TRUE,lan,GB,OFSTED,
,C#44027719,2476709060,TRUE,lan,GB,OFSTED,
,C#44027720,2476613163,TRUE,lan,GB,OFSTED,
,C#44027721,02476 709277,TRUE,lan,GB,OFSTED,
,C#44027722,0247 67 87978,TRUE,lan,GB,OFSTED,
,C#44027723,7989436326,TRUE,mob,GB,OFSTED,
,C#44027724,2476666589,TRUE,lan,GB,OFSTED,
,C#44027725,2476688918,TRUE,lan,GB,OFSTED,
,C#44027726,02476 612 161,TRUE,lan,GB,OFSTED,
,C#44027727,2476612161,TRUE,lan,GB,OFSTED,
,C#44027728,02476 613997,TRUE,lan,GB,OFSTED,
,C#44027729,2476622485,TRUE,lan,GB,OFSTED,
,C#44027730,2476613670,TRUE,lan,GB,OFSTED,
,C#44027731,2476610167,TRUE,lan,GB,OFSTED,
,C#44027732,0247 6618453,TRUE,lan,GB,OFSTED,
,C#44027733,7807873895,TRUE,mob,GB,OFSTED,
,C#44027734,02476 614619,TRUE,lan,GB,OFSTED,
,C#44027735,024-76616625,TRUE,lan,GB,OFSTED,
,C#44027736,2476613932,TRUE,lan,GB,OFSTED,
,C#44027737,02476 444702,TRUE,lan,GB,OFSTED,
,C#44027738,2476443333,TRUE,lan,GB,OFSTED,
,C#44027739,2476453314,TRUE,lan,GB,OFSTED,
,C#44027740,02476 453314,TRUE,lan,GB,OFSTED,
,C#44027741,2476451724,TRUE,lan,GB,OFSTED,
,C#44027742,2476454741,TRUE,lan,GB,OFSTED,
,C#44027743,2476221920,TRUE,lan,GB,OFSTED,
,C#44027744,02476 652803,TRUE,lan,GB,OFSTED,
,C#44027745,07403 467891,TRUE,mob,GB,OFSTED,
,C#44027746,7849751953,TRUE,mob,GB,OFSTED,
,C#44027747,7547794340,TRUE,mob,GB,OFSTED,
,C#44027748,2476658800,TRUE,lan,GB,OFSTED,
,C#44027749,2476444966,TRUE,lan,GB,OFSTED,
,C#44027750,7958745649,TRUE,mob,GB,OFSTED,
,C#44027751,02476 453 976,TRUE,lan,GB,OFSTED,
,C#44027752,07730 066285,TRUE,mob,GB,OFSTED,
,C#44027753,3301356660,TRUE,lan,GB,OFSTED,
,C#44027754,1788571679,TRUE,lan,GB,OFSTED,
,C#44027755,1788562116,TRUE,lan,GB,OFSTED,
,C#44027756,01788 554300,TRUE,lan,GB,OFSTED,
,C#44027757,01788 541331,TRUE,lan,GB,OFSTED,
,C#44027758,01788 542337,TRUE,lan,GB,OFSTED,
,C#44027759,01788 552200,TRUE,lan,GB,OFSTED,
,C#44027760,01788 542074,TRUE,lan,GB,OFSTED,
,C#44027761,1788574697,TRUE,lan,GB,OFSTED,
,C#44027762,01788 576451,TRUE,lan,GB,OFSTED,
,C#44027763,1788575328,TRUE,lan,GB,OFSTED,
,C#44027764,1788543093,TRUE,lan,GB,OFSTED,
,C#44027765,01788 220164,TRUE,lan,GB,OFSTED,
,C#44027766,7561131885,TRUE,mob,GB,OFSTED,
,C#44027767,7979152431,TRUE,mob,GB,OFSTED,
,C#44027768,7914403172,TRUE,mob,GB,OFSTED,
,C#44027769,01865 594324,TRUE,lan,GB,OFSTED,
,C#44027770,07811 454416,TRUE,mob,GB,OFSTED,
,C#44027771,01788 576 167,TRUE,lan,GB,OFSTED,
,C#44027772,07527 940772,TRUE,mob,GB,OFSTED,
,C#44027773,1788565369,TRUE,lan,GB,OFSTED,
,C#44027774,1788220164,TRUE,lan,GB,OFSTED,
,C#44027775,1788814399,TRUE,lan,GB,OFSTED,
,C#44027776,1788565021,TRUE,lan,GB,OFSTED,
,C#44027777,01788 533747,TRUE,lan,GB,OFSTED,
,C#44027778,1788812324,TRUE,lan,GB,OFSTED,
,C#44027779,1788524567,TRUE,lan,GB,OFSTED,
,C#44027780,01788 811218,TRUE,lan,GB,OFSTED,
,C#44027781,01865 594324,TRUE,lan,GB,OFSTED,
,C#44027782,1788543636,TRUE,lan,GB,OFSTED,
,C#44027783,1788811218,TRUE,lan,GB,OFSTED,
,C#44027784,1788571393,TRUE,lan,GB,OFSTED,
,C#44027785,1788543882,TRUE,lan,GB,OFSTED,
,C#44027786,01788 574253,TRUE,lan,GB,OFSTED,
,C#44027787,01788 521900,TRUE,lan,GB,OFSTED,
,C#44027788,01788 813876,TRUE,lan,GB,OFSTED,
,C#44027789,7970499197,TRUE,mob,GB,OFSTED,
,C#44027790,01788 817504,TRUE,lan,GB,OFSTED,
,C#44027791,01788 817386,TRUE,lan,GB,OFSTED,
,C#44027792,7787935637,TRUE,mob,GB,OFSTED,
,C#44027793,01788 521038,TRUE,lan,GB,OFSTED,
,C#44027794,01788 815445,TRUE,lan,GB,OFSTED,
,C#44027795,07528 755145,TRUE,mob,GB,OFSTED,
,C#44027796,01788 833350,TRUE,lan,GB,OFSTED,
,C#44027797,7531632567,TRUE,mob,GB,OFSTED,
,C#44027798,01788 222069,TRUE,lan,GB,OFSTED,
,C#44027799,1788832264,TRUE,lan,GB,OFSTED,
,C#44027800,1788547660,TRUE,lan,GB,OFSTED,
,C#44027801,7725049744,TRUE,mob,GB,OFSTED,
,C#44027802,7789428463,TRUE,mob,GB,OFSTED,
,C#44027803,7913848617,TRUE,mob,GB,OFSTED,
,C#44027804,1788543332,TRUE,lan,GB,OFSTED,
,C#44027805,7758700969,TRUE,mob,GB,OFSTED,
,C#44027806,02476 541 042,TRUE,lan,GB,OFSTED,
,C#44027807,1926633440,TRUE,lan,GB,OFSTED,
,C#44027808,02476 260672,TRUE,lan,GB,OFSTED,
,C#44027809,2476445803,TRUE,lan,GB,OFSTED,
,C#44027810,7914825102,TRUE,mob,GB,OFSTED,
,C#44027811,2476449946,TRUE,lan,GB,OFSTED,
,C#44027812,7979373644,TRUE,mob,GB,OFSTED,
,C#44027813,2476455031,TRUE,lan,GB,OFSTED,
,C#44027814,02476 543785,TRUE,lan,GB,OFSTED,
,C#44027815,7468586648,TRUE,mob,GB,OFSTED,
,C#44027816,2476454843,TRUE,lan,GB,OFSTED,
,C#44027817,02476 444776,TRUE,lan,GB,OFSTED,
,C#44027818,2476458960,TRUE,lan,GB,OFSTED,
,C#44027819,2476451720,TRUE,lan,GB,OFSTED,
,C#44027820,2476451720,TRUE,lan,GB,OFSTED,
,C#44027821,2476443286,TRUE,lan,GB,OFSTED,
,C#44027822,2476454931,TRUE,lan,GB,OFSTED,
,C#44027823,2476542489,TRUE,lan,GB,OFSTED,
,C#44027824,024 7509 1106,TRUE,lan,GB,OFSTED,
,C#44027825,2476456310,TRUE,lan,GB,OFSTED,
,C#44001956,1214642967,TRUE,lan,GB,OFSTED,
,C#44027827,02476 308016,TRUE,lan,GB,OFSTED,
,C#44027828,2476302004,TRUE,lan,GB,OFSTED,
,C#44027829,02476 307970,TRUE,lan,GB,OFSTED,
,C#44027830,2476303490,TRUE,lan,GB,OFSTED,
,C#44027831,07860 412501,TRUE,mob,GB,OFSTED,
,C#44027832,2476594954,TRUE,lan,GB,OFSTED,
,C#44027833,2476303392,TRUE,lan,GB,OFSTED,
,C#44027834,2476849910,TRUE,lan,GB,OFSTED,
,C#44027835,2476411711,TRUE,lan,GB,OFSTED,
,C#44027836,7745133595,TRUE,mob,GB,OFSTED,
,C#44027837,2476501736,TRUE,lan,GB,OFSTED,
,C#44027838,2475093679,TRUE,lan,GB,OFSTED,
,C#44027839,2476417126,TRUE,lan,GB,OFSTED,
,C#44027840,02476 083 062,TRUE,lan,GB,OFSTED,
,C#44027841,7946633657,TRUE,mob,GB,OFSTED,
,C#44027842,07971 027 077,TRUE,mob,GB,OFSTED,
,C#44027843,2476415425,TRUE,lan,GB,OFSTED,
,C#44027844,02476 715271,TRUE,lan,GB,OFSTED,
,C#44027845,7599389133,TRUE,mob,GB,OFSTED,
,C#44027846,02476 417865,TRUE,lan,GB,OFSTED,
,C#44027847,1926423404,TRUE,lan,GB,OFSTED,
,C#44027848,01926 888050,TRUE,lan,GB,OFSTED,
,C#44027849,1926428800,TRUE,lan,GB,OFSTED,
,C#44027850,01926 428800,TRUE,lan,GB,OFSTED,
,C#44027851,1926676424,TRUE,lan,GB,OFSTED,
,C#44027852,1926832693,TRUE,lan,GB,OFSTED,
,C#44027853,0121 296 9204,TRUE,lan,GB,OFSTED,
,C#44027854,01926 470978,TRUE,lan,GB,OFSTED,
,C#44027855,7813934597,TRUE,mob,GB,OFSTED,
,C#44027856,1926426976,TRUE,lan,GB,OFSTED,
,C#44027857,01926 425225,TRUE,lan,GB,OFSTED,
,C#44027858,07943 568709,TRUE,mob,GB,OFSTED,
,C#44027859,07902 132701,TRUE,mob,GB,OFSTED,
,C#44027860,1926335312,TRUE,lan,GB,OFSTED,
,C#44027861,7967008153,TRUE,mob,GB,OFSTED,
,C#44027862,7850696335,TRUE,mob,GB,OFSTED,
,C#44027863,1926887178,TRUE,lan,GB,OFSTED,
,C#44027864,1926425361,TRUE,lan,GB,OFSTED,
,C#44027865,7877643163,TRUE,mob,GB,OFSTED,
,C#44027866,01926 312 820,TRUE,lan,GB,OFSTED,
,C#44027867,01926 477597,TRUE,lan,GB,OFSTED,
,C#44027868,01926 430002,TRUE,lan,GB,OFSTED,
,C#44027869,1926425067,TRUE,lan,GB,OFSTED,
,C#44027870,01926 427048,TRUE,lan,GB,OFSTED,
,C#44027871,01926 337821,TRUE,lan,GB,OFSTED,
,C#44027872,07950 831956,TRUE,mob,GB,OFSTED,
,C#44027873,01926 886 900,TRUE,lan,GB,OFSTED,
,C#44027874,1926886003,TRUE,lan,GB,OFSTED,
,C#44027875,7821670954,TRUE,mob,GB,OFSTED,
,C#44027876,01926 332122,TRUE,lan,GB,OFSTED,
,C#44027877,01926 882556,TRUE,lan,GB,OFSTED,
,C#44027878,01926 422112,TRUE,lan,GB,OFSTED,
,C#44027879,01926 885492,TRUE,lan,GB,OFSTED,
,C#44027880,01926 298 178 ,TRUE,lan,GB,OFSTED,
,C#44027881,7914403172,TRUE,mob,GB,OFSTED,
,C#44027882,7786038333,TRUE,mob,GB,OFSTED,
,C#44027883,7976728897,TRUE,mob,GB,OFSTED,
,C#44027884,1926425114,TRUE,lan,GB,OFSTED,
,C#44027885,07971 596124,TRUE,mob,GB,OFSTED,
,C#44027886,7464861834,TRUE,mob,GB,OFSTED,
,C#44027887,1926426932,TRUE,lan,GB,OFSTED,
,C#44027888,7864372525,TRUE,mob,GB,OFSTED,
,C#44027889,01926 730124,TRUE,lan,GB,OFSTED,
,C#44027890,1926428700,TRUE,lan,GB,OFSTED,
,C#44027891,01926 883128,TRUE,lan,GB,OFSTED,
,C#44027892,01926 612 374,TRUE,lan,GB,OFSTED,
,C#44027893,07833 597973,TRUE,mob,GB,OFSTED,
,C#44027894,7745580632,TRUE,mob,GB,OFSTED,
,C#44027895,01926 313508,TRUE,lan,GB,OFSTED,
,C#44027896,07971 596124,TRUE,mob,GB,OFSTED,
,C#44027897,1926640326,TRUE,lan,GB,OFSTED,
,C#44027898,1926494351,TRUE,lan,GB,OFSTED,
,C#44027899,01926 410705,TRUE,lan,GB,OFSTED,
,C#44027900,1926492701,TRUE,lan,GB,OFSTED,
,C#44027901,01926 497264,TRUE,lan,GB,OFSTED,
,C#44027902,1926491873,TRUE,lan,GB,OFSTED,
,C#44027903,7818451870,TRUE,mob,GB,OFSTED,
,C#44027904,01926 408016,TRUE,lan,GB,OFSTED,
,C#44027905,1926400220,TRUE,lan,GB,OFSTED,
,C#44027906,1926493959,TRUE,lan,GB,OFSTED,
,C#44027907,1926491987,TRUE,lan,GB,OFSTED,
,C#44027908,1926497491,TRUE,lan,GB,OFSTED,
,C#44027909,07834 241414,TRUE,mob,GB,OFSTED,
,C#44027910,7919104093,TRUE,mob,GB,OFSTED,
,C#44027911,01926 495619,TRUE,lan,GB,OFSTED,
,C#44027912,7834241414,TRUE,mob,GB,OFSTED,
,C#44027913,01926 889110,TRUE,lan,GB,OFSTED,
,C#44027914,01926 419262,TRUE,lan,GB,OFSTED,
,C#44027915,01926 491467,TRUE,lan,GB,OFSTED,
,C#44027916,2476644909,TRUE,lan,GB,OFSTED,
,C#44027917,7703743875,TRUE,mob,GB,OFSTED,
,C#44027918,7919104093,TRUE,mob,GB,OFSTED,
,C#44027919,01926 495343,TRUE,lan,GB,OFSTED,
,C#44027920,01926 403189,TRUE,lan,GB,OFSTED,
,C#44027921,01926 422800,TRUE,lan,GB,OFSTED,
,C#44027922,7990917699,TRUE,mob,GB,OFSTED,
,C#44027923,7974922272,TRUE,mob,GB,OFSTED,
,C#44027924,07971 596124,TRUE,mob,GB,OFSTED,
,C#44027925,7342947678,TRUE,mob,GB,OFSTED,
,C#44027926,01926 290330,TRUE,lan,GB,OFSTED,
,C#44027927,1926640010,TRUE,lan,GB,OFSTED,
,C#44027928,01926 353124,TRUE,lan,GB,OFSTED,
,C#44027929,01295 680624,TRUE,lan,GB,OFSTED,
,C#44027930,01926 403103,TRUE,lan,GB,OFSTED,
,C#44027931,01926 843791,TRUE,lan,GB,OFSTED,
,C#44027932,01926 409409,TRUE,lan,GB,OFSTED,
,C#44027933,01926 353127,TRUE,lan,GB,OFSTED,
,C#44027934,07970 702978,TRUE,mob,GB,OFSTED,
,C#44027935,01926 843 353,TRUE,lan,GB,OFSTED,
,C#44027936,01926 842 018,TRUE,lan,GB,OFSTED,
,C#44027937,1926843782,TRUE,lan,GB,OFSTED,
,C#44027938,7840179493,TRUE,mob,GB,OFSTED,
,C#44027939,1926495514,TRUE,lan,GB,OFSTED,
,C#44027940,1789470124,TRUE,lan,GB,OFSTED,
,C#44027941,1789841589,TRUE,lan,GB,OFSTED,
,C#44027942,1789840311,TRUE,lan,GB,OFSTED,
,C#44027943,01608 663 672,TRUE,lan,GB,OFSTED,
,C#44027944,7735475735,TRUE,mob,GB,OFSTED,
,C#44027945,01608 666029,TRUE,lan,GB,OFSTED,
,C#44027946,1608684654,TRUE,lan,GB,OFSTED,
,C#44027947,7803293745,TRUE,mob,GB,OFSTED,
,C#44027948,01789 731974,TRUE,lan,GB,OFSTED,
,C#44027949,7794279535,TRUE,mob,GB,OFSTED,
,C#44027950,01789 298563,TRUE,lan,GB,OFSTED,
,C#44027951,01789 204181,TRUE,lan,GB,OFSTED,
,C#44027952,01789 269360,TRUE,lan,GB,OFSTED,
,C#44027953,1789266845,TRUE,lan,GB,OFSTED,
,C#44027954,01789 290198,TRUE,lan,GB,OFSTED,
,C#44027955,2087424993,TRUE,lan,GB,OFSTED,
,C#44027956,01789 268390,TRUE,lan,GB,OFSTED,
,C#44027957,01789 414191,TRUE,lan,GB,OFSTED,
,C#44027958,7731639980,TRUE,mob,GB,OFSTED,
,C#44027959,7740506846,TRUE,mob,GB,OFSTED,
,C#44027960,7902265024,TRUE,mob,GB,OFSTED,
,C#44027961,01235 467303,TRUE,lan,GB,OFSTED,
,C#44027962,01789 740919,TRUE,lan,GB,OFSTED,
,C#44027963,1789750214,TRUE,lan,GB,OFSTED,
,C#44027964,01789 261633,TRUE,lan,GB,OFSTED,
,C#44027965,1789721060,TRUE,lan,GB,OFSTED,
,C#44027966,7974922272,TRUE,mob,GB,OFSTED,
,C#44027967,1789720317,TRUE,lan,GB,OFSTED,
,C#44027968,01789 721161,TRUE,lan,GB,OFSTED,
,C#44027969,7738707781,TRUE,mob,GB,OFSTED,
,C#44027970,01789 414004,TRUE,lan,GB,OFSTED,
,C#44027971,7974922272,TRUE,mob,GB,OFSTED,
,C#44027972,1789414220,TRUE,lan,GB,OFSTED,
,C#44027973,01789 414583,TRUE,lan,GB,OFSTED,
,C#44027974,01789 290101,TRUE,lan,GB,OFSTED,
,C#44027975,01789 290 390,TRUE,lan,GB,OFSTED,
,C#44027976,01789 414858,TRUE,lan,GB,OFSTED,
,C#44027977,02476 523389,TRUE,lan,GB,OFSTED,
,C#44027978,07513 429 728,TRUE,mob,GB,OFSTED,
,C#44027979,2476474555,TRUE,lan,GB,OFSTED,
,C#44027980,7877441930,TRUE,mob,GB,OFSTED,
,C#44027981,2476694250,TRUE,lan,GB,OFSTED,
,C#44027982,2476466391,TRUE,lan,GB,OFSTED,
,C#44027983,7710519690,TRUE,mob,GB,OFSTED,
,C#44027984,07960 199235,TRUE,mob,GB,OFSTED,
,C#44027985,02476 422469,TRUE,lan,GB,OFSTED,
,C#44027986,7855427314,TRUE,mob,GB,OFSTED,
